school_code,school_fullname,school_name,edu_code
7010057,서울특별시교육청 가락고등학교,가락고등학교,7010000
7010058,서울특별시교육청 개포고등학교,개포고등학교,7010000
7010059,서울특별시교육청 경기고등학교,경기고등학교,7010000
7010060,서울특별시교육청 경기여자고등학교,경기여자고등학교,7010000
7010061,서울특별시교육청 경동고등학교,경동고등학교,7010000
7010062,서울특별시교육청 경복고등학교,경복고등학교,7010000
7010063,서울특별시교육청 고척고등학교,고척고등학교,7010000
7010064,서울특별시교육청 공항고등학교,공항고등학교,7010000
7010065,서울특별시교육청 관악고등학교,관악고등학교,7010000
7010066,서울특별시교육청 광남고등학교,광남고등학교,7010000
7010067,서울특별시교육청 광양고등학교,광양고등학교,7010000
7010068,서울특별시교육청 구로고등학교,구로고등학교,7010000
7010069,서울특별시교육청 구일고등학교,구일고등학교,7010000
7010071,서울특별시교육청 금옥여자고등학교,금옥여자고등학교,7010000
7010072,서울특별시교육청 금천고등학교,금천고등학교,7010000
7010073,서울특별시교육청 당곡고등학교,당곡고등학교,7010000
7010074,서울특별시교육청 대영고등학교,대영고등학교,7010000
7010075,서울특별시교육청 동작고등학교,동작고등학교,7010000
7010076,서울특별시교육청 둔촌고등학교,둔촌고등학교,7010000
7010077,서울특별시교육청 면목고등학교,면목고등학교,7010000
7010078,서울특별시교육청 명일여자고등학교,명일여자고등학교,7010000
7010079,서울특별시교육청 무학여자고등학교,무학여자고등학교,7010000
7010080,서울특별시교육청 반포고등학교,반포고등학교,7010000
7010081,서울특별시교육청 삼성고등학교,삼성고등학교,7010000
7010082,서울특별시교육청 상계고등학교,상계고등학교,7010000
7010083,서울특별시교육청 서울고등학교,서울고등학교,7010000
7010084,서울특별시교육청 서울과학고등학교,서울과학고등학교,7010000
7010085,서울특별시교육청 서울여자고등학교,서울여자고등학교,7010000
7010086,서울특별시교육청 서울체육고등학교,서울체육고등학교,7010000
7010087,서울특별시교육청 서초고등학교,서초고등학교,7010000
7010088,서울특별시교육청 석관고등학교,석관고등학교,7010000
7010089,서울특별시교육청 성동고등학교,성동고등학교,7010000
7010090,서울특별시교육청 수도여자고등학교,수도여자고등학교,7010000
7010092,서울특별시교육청 신림고등학교,신림고등학교,7010000
7010093,서울특별시교육청 신목고등학교,신목고등학교,7010000
7010094,서울특별시교육청 양재고등학교,양재고등학교,7010000
7010095,서울특별시교육청 언남고등학교,언남고등학교,7010000
7010096,서울특별시교육청 여의도고등학교,여의도고등학교,7010000
7010097,서울특별시교육청 여의도여자고등학교,여의도여자고등학교,7010000
7010098,서울특별시교육청 영등포고등학교,영등포고등학교,7010000
7010099,서울특별시교육청 영등포여자고등학교,영등포여자고등학교,7010000
7010100,서울특별시교육청 영신고등학교,영신고등학교,7010000
7010101,서울특별시교육청 오금고등학교,오금고등학교,7010000
7010103,서울특별시교육청 용산고등학교,용산고등학교,7010000
7010104,서울특별시교육청 인헌고등학교,인헌고등학교,7010000
7010105,서울특별시교육청 자양고등학교,자양고등학교,7010000
7010106,서울특별시교육청 잠신고등학교,잠신고등학교,7010000
7010107,서울특별시교육청 잠실고등학교,잠실고등학교,7010000
7010108,서울특별시교육청 중경고등학교,중경고등학교,7010000
7010109,서울특별시교육청 중화고등학교,중화고등학교,7010000
7010110,서울특별시교육청 창덕여자고등학교,창덕여자고등학교,7010000
7010112,서울특별시교육청 청담고등학교,청담고등학교,7010000
7010113,서울특별시교육청 청량고등학교,청량고등학교,7010000
7010114,서울특별시교육청 태릉고등학교,태릉고등학교,7010000
7010115,서울특별시교육청 한성과학고등학교,한성과학고등학교,7010000
7010116,서울특별시교육청 혜화여자고등학교,혜화여자고등학교,7010000
7010117,서울특별시교육청 강동고등학교,강동고등학교,7010000
7010118,서울특별시교육청 강서고등학교,강서고등학교,7010000
7010119,서울특별시교육청 건국대학교사범대학부속고등학교,건국대학교사범대학부속고등학교,7010000
7010120,서울특별시교육청 경문고등학교,경문고등학교,7010000
7010122,서울특별시교육청 경복여자고등학교,경복여자고등학교,7010000
7010124,서울특별시교육청 경성고등학교,경성고등학교,7010000
7010125,서울특별시교육청 경신고등학교,경신고등학교,7010000
7010126,서울특별시교육청 경희고등학교,경희고등학교,7010000
7010127,서울특별시교육청 경희여자고등학교,경희여자고등학교,7010000
7010131,서울특별시교육청 광문고등학교,광문고등학교,7010000
7010132,서울특별시교육청 광성고등학교,광성고등학교,7010000
7010133,서울특별시교육청 광신고등학교,광신고등학교,7010000
7010134,서울특별시교육청 광영고등학교,광영고등학교,7010000
7010135,서울특별시교육청 광영여자고등학교,광영여자고등학교,7010000
7010136,서울특별시교육청 남강고등학교,남강고등학교,7010000
7010137,서울특별시교육청 단국대학교사범대학부속고등학교,단국대학교사범대학부속고등학교,7010000
7010138,서울특별시교육청 대광고등학교,대광고등학교,7010000
7010139,서울특별시교육청 대성고등학교,대성고등학교,7010000
7010140,서울특별시교육청 대신고등학교,대신고등학교,7010000
7010141,서울특별시교육청 대원고등학교,대원고등학교,7010000
7010142,서울특별시교육청 대원여자고등학교,대원여자고등학교,7010000
7010143,서울특별시교육청 대원외국어고등학교,대원외국어고등학교,7010000
7010144,서울특별시교육청 대일고등학교,대일고등학교,7010000
7010145,서울특별시교육청 대일외국어고등학교,대일외국어고등학교,7010000
7010146,서울특별시교육청 대진고등학교,대진고등학교,7010000
7010147,서울특별시교육청 대진여자고등학교,대진여자고등학교,7010000
7010148,서울특별시교육청 덕성여자고등학교,덕성여자고등학교,7010000
7010149,서울특별시교육청 덕원여자고등학교,덕원여자고등학교,7010000
7010150,서울특별시교육청 덕원예술고등학교,덕원예술고등학교,7010000
7010151,서울특별시교육청 동국대학교사범대학부속고등학교,동국대학교사범대학부속고등학교,7010000
7010152,서울특별시교육청 동덕여자고등학교,동덕여자고등학교,7010000
7010153,서울특별시교육청 동명여자고등학교,동명여자고등학교,7010000
7010154,서울특별시교육청 동북고등학교,동북고등학교,7010000
7010155,서울특별시교육청 동성고등학교,동성고등학교,7010000
7010156,서울특별시교육청 동일여자고등학교,동일여자고등학교,7010000
7010157,서울특별시교육청 마포고등학교,마포고등학교,7010000
7010158,서울특별시교육청 명덕고등학교,명덕고등학교,7010000
7010159,서울특별시교육청 명덕여자고등학교,명덕여자고등학교,7010000
7010160,서울특별시교육청 명덕외국어고등학교,명덕외국어고등학교,7010000
7010163,서울특별시교육청 명지고등학교,명지고등학교,7010000
7010166,서울특별시교육청 문일고등학교,문일고등학교,7010000
7010167,서울특별시교육청 미림여자고등학교,미림여자고등학교,7010000
7010168,서울특별시교육청 배명고등학교,배명고등학교,7010000
7010169,서울특별시교육청 배문고등학교,배문고등학교,7010000
7010170,서울특별시교육청 배재고등학교,배재고등학교,7010000
7010171,서울특별시교육청 배화여자고등학교,배화여자고등학교,7010000
7010172,서울특별시교육청 백암고등학교,백암고등학교,7010000
7010173,서울특별시교육청 보성고등학교,보성고등학교,7010000
7010174,서울특별시교육청 보성여자고등학교,보성여자고등학교,7010000
7010178,서울특별시교육청 상명대학교사범대학부속여자고등학교,상명대학교사범대학부속여자고등학교,7010000
7010179,서울특별시교육청 상문고등학교,상문고등학교,7010000
7010181,서울특별시교육청 상일여자고등학교,상일여자고등학교,7010000
7010182,서울특별시교육청 서라벌고등학교,서라벌고등학교,7010000
7010183,서울특별시교육청 서문여자고등학교,서문여자고등학교,7010000
7010185,서울특별시교육청 서울미술고등학교,서울미술고등학교,7010000
7010186,서울특별시교육청 서울세종고등학교,서울세종고등학교,7010000
7010187,서울특별시교육청 서울예술고등학교,서울예술고등학교,7010000
7010188,서울특별시교육청 서울외국어고등학교,서울외국어고등학교,7010000
7010189,서울특별시교육청 선덕고등학교,선덕고등학교,7010000
7010190,서울특별시교육청 선일여자고등학교,선일여자고등학교,7010000
7010191,서울특별시교육청 선정고등학교,선정고등학교,7010000
7010192,서울특별시교육청 선화예술고등학교,선화예술고등학교,7010000
7010193,서울특별시교육청 성남고등학교,성남고등학교,7010000
7010194,서울특별시교육청 성보고등학교,성보고등학교,7010000
7010195,서울특별시교육청 성신여자고등학교,성신여자고등학교,7010000
7010196,서울특별시교육청 성심여자고등학교,성심여자고등학교,7010000
7010197,서울특별시교육청 세화고등학교,세화고등학교,7010000
7010198,서울특별시교육청 세화여자고등학교,세화여자고등학교,7010000
7010199,서울특별시교육청 송곡고등학교,송곡고등학교,7010000
7010200,서울특별시교육청 송곡여자고등학교,송곡여자고등학교,7010000
7010201,서울특별시교육청 숙명여자고등학교,숙명여자고등학교,7010000
7010202,서울특별시교육청 숭문고등학교,숭문고등학교,7010000
7010203,서울특별시교육청 숭실고등학교,숭실고등학교,7010000
7010204,서울특별시교육청 숭의여자고등학교,숭의여자고등학교,7010000
7010205,서울특별시교육청 신광여자고등학교,신광여자고등학교,7010000
7010206,서울특별시교육청 신일고등학교,신일고등학교,7010000
7010208,서울특별시교육청 양정고등학교,양정고등학교,7010000
7010209,서울특별시교육청 양천고등학교,양천고등학교,7010000
7010212,서울특별시교육청 영동고등학교,영동고등학교,7010000
7010214,서울특별시교육청 영락고등학교,영락고등학교,7010000
7010215,서울특별시교육청 영신여자고등학교,영신여자고등학교,7010000
7010216,서울특별시교육청 영일고등학교,영일고등학교,7010000
7010217,서울특별시교육청 영파여자고등학교,영파여자고등학교,7010000
7010218,서울특별시교육청 영훈고등학교,영훈고등학교,7010000
7010219,서울특별시교육청 예일여자고등학교,예일여자고등학교,7010000
7010220,서울특별시교육청 오산고등학교,오산고등학교,7010000
7010221,서울특별시교육청 용문고등학교,용문고등학교,7010000
7010222,서울특별시교육청 용화여자고등학교,용화여자고등학교,7010000
7010223,서울특별시교육청 우신고등학교,우신고등학교,7010000
7010226,서울특별시교육청 은광여자고등학교,은광여자고등학교,7010000
7010227,서울특별시교육청 이화여자고등학교,이화여자고등학교,7010000
7010230,서울특별시교육청 이화여자외국어고등학교,이화여자외국어고등학교,7010000
7010231,서울특별시교육청 인창고등학교,인창고등학교,7010000
7010232,서울특별시교육청 잠실여자고등학교,잠실여자고등학교,7010000
7010233,서울특별시교육청 장충고등학교,장충고등학교,7010000
7010234,서울특별시교육청 장훈고등학교,장훈고등학교,7010000
7010235,서울특별시교육청 재현고등학교,재현고등학교,7010000
7010236,서울특별시교육청 정신여자고등학교,정신여자고등학교,7010000
7010237,서울특별시교육청 정의여자고등학교,정의여자고등학교,7010000
7010238,서울특별시교육청 중동고등학교,중동고등학교,7010000
7010239,서울특별시교육청 중산고등학교,중산고등학교,7010000
7010240,서울특별시교육청 중앙고등학교,중앙고등학교,7010000
7010241,서울특별시교육청 중앙대학교사범대학부속고등학교,중앙대학교사범대학부속고등학교,7010000
7010243,서울특별시교육청 중앙여자고등학교,중앙여자고등학교,7010000
7010244,서울특별시교육청 진명여자고등학교,진명여자고등학교,7010000
7010245,서울특별시교육청 진선여자고등학교,진선여자고등학교,7010000
7010246,서울특별시교육청 창문여자고등학교,창문여자고등학교,7010000
7010247,서울특별시교육청 청원고등학교,청원고등학교,7010000
7010248,서울특별시교육청 충암고등학교,충암고등학교,7010000
7010250,서울특별시교육청 한가람고등학교,한가람고등학교,7010000
7010251,서울특별시교육청 한광고등학교,한광고등학교,7010000
7010252,서울특별시교육청 한국삼육고등학교,한국삼육고등학교,7010000
7010253,서울특별시교육청 한서고등학교,한서고등학교,7010000
7010254,서울특별시교육청 한성고등학교,한성고등학교,7010000
7010255,서울특별시교육청 한성여자고등학교,한성여자고등학교,7010000
7010258,서울특별시교육청 한영고등학교,한영고등학교,7010000
7010259,서울특별시교육청 한영외국어고등학교,한영외국어고등학교,7010000
7010260,서울특별시교육청 현대고등학교,현대고등학교,7010000
7010261,서울특별시교육청 혜성여자고등학교,혜성여자고등학교,7010000
7010262,서울특별시교육청 혜원여자고등학교,혜원여자고등학교,7010000
7010263,서울특별시교육청 홍익대학교사범대학부속고등학교,홍익대학교사범대학부속고등학교,7010000
7010264,서울특별시교육청 홍익대학교사범대학부속여자고등학교,홍익대학교사범대학부속여자고등학교,7010000
7010265,서울특별시교육청 화곡고등학교,화곡고등학교,7010000
7010266,서울특별시교육청 환일고등학교,환일고등학교,7010000
7010267,서울특별시교육청 휘경여자고등학교,휘경여자고등학교,7010000
7010268,서울특별시교육청 휘문고등학교,휘문고등학교,7010000
7010270,서울특별시교육청 강서공업고등학교,강서공업고등학교,7010000
7010271,서울특별시교육청 경기기계공업고등학교,경기기계공업고등학교,7010000
7010272,서울특별시교육청 경기상업고등학교,경기상업고등학교,7010000
7010278,서울특별시교육청 서울공업고등학교,서울공업고등학교,7010000
7010288,서울특별시교육청 성수공업고등학교,성수공업고등학교,7010000
7010289,서울특별시교육청 송파공업고등학교,송파공업고등학교,7010000
7010290,서울특별시교육청 용산공업고등학교,용산공업고등학교,7010000
7010292,서울특별시교육청 휘경공업고등학교,휘경공업고등학교,7010000
7010293,서울특별시교육청 경기여자상업고등학교,경기여자상업고등학교,7010000
7010301,서울특별시교육청 고명정보산업고등학교,고명정보산업고등학교,7010000
7010305,서울특별시교육청 광신정보산업고등학교,광신정보산업고등학교,7010000
7010306,서울특별시교육청 광운전자공업고등학교,광운전자공업고등학교,7010000
7010310,서울특별시교육청 단국공업고등학교,단국공업고등학교,7010000
7010317,서울특별시교육청 덕일전자공업고등학교,덕일전자공업고등학교,7010000
7010321,서울특별시교육청 청원정보산업고등학교,청원정보산업고등학교,7010000
7010324,서울특별시교육청 동명여자정보산업고등학교,동명여자정보산업고등학교,7010000
7010340,서울특별시교육청 서울여자상업고등학교,서울여자상업고등학교,7010000
7010346,서울특별시교육청 수도전기공업고등학교,수도전기공업고등학교,7010000
7010351,서울특별시교육청 신정여자상업고등학교,신정여자상업고등학교,7010000
7010356,서울특별시교육청 영등포공업고등학교,영등포공업고등학교,7010000
7010365,서울특별시교육청 유한공업고등학교,유한공업고등학교,7010000
7010369,서울특별시교육청 인덕공업고등학교,인덕공업고등학교,7010000
7010370,서울특별시교육청 일신여자상업고등학교,일신여자상업고등학교,7010000
7010372,서울특별시교육청 정화여자상업고등학교,정화여자상업고등학교,7010000
7010377,서울특별시교육청 한양공업고등학교,한양공업고등학교,7010000
7010385,서울특별시교육청 경기여자고등학교부설방송통신고등학교,경기여자고등학교부설방송통신고등학교,7010000
7010386,서울특별시교육청 경동고등학교부설방송통신고등학교,경동고등학교부설방송통신고등학교,7010000
7010387,서울특별시교육청 경복고등학교부설방송통신고등학교,경복고등학교부설방송통신고등학교,7010000
7010389,서울특별시교육청 수도여자고등학교부설방송통신고등학교,수도여자고등학교부설방송통신고등학교,7010000
7010390,서울특별시교육청 영등포고등학교부설방송통신고등학교,영등포고등학교부설방송통신고등학교,7010000
7010391,서울특별시교육청 용산고등학교부설방송통신고등학교,용산고등학교부설방송통신고등학교,7010000
7010399,서울특별시교육청 중앙고등기술학교,중앙고등기술학교,7010000
7010423,서울특별시교육청 청구상업학교,청구상업학교,7010000
7010441,서울특별시교육청 삼성실업학교,삼성실업학교,7010000
7010442,서울특별시교육청 성지학교,성지학교,7010000
7010445,서울특별시교육청 신명실업학교,신명실업학교,7010000
7010531,서울특별시교육청 상일봉사학교,상일봉사학교,7010000
7010534,서울특별시교육청 서일정보산업고등학교,서일정보산업고등학교,7010000
7010536,서울특별시교육청 선린인터넷고등학교,선린인터넷고등학교,7010000
7010537,서울특별시교육청 세명컴퓨터고등학교,세명컴퓨터고등학교,7010000
7010544,서울특별시교육청 오류고등학교,오류고등학교,7010000
7010547,서울특별시교육청 이화여자대학교사범대학부속이화금란고등학교,이화여자대학교사범대학부속이화금란고등학교,7010000
7010548,서울특별시교육청 일성여자중고등학교,일성여자중고등학교,7010000
7010550,서울특별시교육청 청량정보고등학교,청량정보고등학교,7010000
7010551,서울특별시교육청 청암중고등학교,청암중고등학교,7010000
7010552,서울특별시교육청 청원여자고등학교,청원여자고등학교,7010000
7010554,서울특별시교육청 한국예술고등학교,한국예술고등학교,7010000
7010559,서울특별시교육청 수락고등학교,수락고등학교,7010000
7010560,서울특별시교육청 독산고등학교,독산고등학교,7010000
7010562,서울특별시교육청 창동고등학교,창동고등학교,7010000
7010563,서울특별시교육청 경인고등학교,경인고등학교,7010000
7010564,서울특별시교육청 노원고등학교,노원고등학교,7010000
7010565,서울특별시교육청 서울산업정보학교,서울산업정보학교,7010000
7010566,서울특별시교육청 아현산업정보학교,아현산업정보학교,7010000
7010567,서울특별시교육청 종로산업정보학교,종로산업정보학교,7010000
7010569,서울특별시교육청 미림여자정보과학고등학교,미림여자정보과학고등학교,7010000
7010572,서울특별시교육청 서울디지텍고등학교,서울디지텍고등학교,7010000
7010589,서울특별시교육청 누원고등학교,누원고등학교,7010000
7010590,서울특별시교육청 방산고등학교,방산고등학교,7010000
7010591,서울특별시교육청 미래산업과학고등학교,미래산업과학고등학교,7010000
7010592,서울특별시교육청 현강여자정보고등학교,현강여자정보고등학교,7010000
7010593,서울특별시교육청 상명고등학교,상명고등학교,7010000
7010594,서울특별시교육청 염광고등학교,염광고등학교,7010000
7010697,서울특별시교육청 서울문영여자고등학교,서울문영여자고등학교,7010000
7010698,서울특별시교육청 경일고등학교,경일고등학교,7010000
7010699,서울특별시교육청 도봉고등학교,도봉고등학교,7010000
7010700,서울특별시교육청 등촌고등학교,등촌고등학교,7010000
7010701,서울특별시교육청 문정고등학교,문정고등학교,7010000
7010702,서울특별시교육청 신현고등학교,신현고등학교,7010000
7010703,서울특별시교육청 자운고등학교,자운고등학교,7010000
7010712,서울특별시교육청 영동일고등학교,영동일고등학교,7010000
7010721,서울특별시교육청 서서울생활과학고등학교,서서울생활과학고등학교,7010000
7010722,서울특별시교육청 한국제과학교,한국제과학교,7010000
7010734,서울특별시교육청 선유고등학교,선유고등학교,7010000
7010735,서울특별시교육청 월계고등학교,월계고등학교,7010000
7010736,서울특별시교육청 불암고등학교,불암고등학교,7010000
7010737,서울특별시교육청 성동공업고등학교,성동공업고등학교,7010000
7010738,서울특별시교육청 서울로봇고등학교,서울로봇고등학교,7010000
7010739,서울특별시교육청 서울관광고등학교,서울관광고등학교,7010000
7010740,서울특별시교육청 대진디자인고등학교,대진디자인고등학교,7010000
7010741,서울특별시교육청 서울디자인고등학교,서울디자인고등학교,7010000
7010744,서울특별시교육청 목동고등학교,목동고등학교,7010000
7010745,서울특별시교육청 정화미용고등학교,정화미용고등학교,7010000
7010746,서울특별시교육청 동국대학교사범대학부속여자고등학교,동국대학교사범대학부속여자고등학교,7010000
7010747,서울특별시교육청 이화여자대학교병설미디어고등학교,이화여자대학교병설미디어고등학교,7010000
7010756,서울특별시교육청 서울자동차고등학교,서울자동차고등학교,7010000
7010764,서울특별시교육청 세현고등학교,세현고등학교,7010000
7010765,서울특별시교육청 신서고등학교,신서고등학교,7010000
7010766,서울특별시교육청 효문고등학교,효문고등학교,7010000
7010793,서울특별시교육청 한양대학교사범대학부속고등학교,한양대학교사범대학부속고등학교,7010000
7010795,서울특별시교육청 서울영상고등학교,서울영상고등학교,7010000
7010797,서울특별시교육청 고려대학교사범대학부속고등학교,고려대학교사범대학부속고등학교,7010000
7010805,서울특별시교육청 원묵고등학교,원묵고등학교,7010000
7010806,서울특별시교육청 상암고등학교,상암고등학교,7010000
7010808,서울특별시교육청 덕수고등학교,덕수고등학교,7010000
7010809,서울특별시교육청 서울전자고등학교,서울전자고등학교,7010000
7010810,서울특별시교육청 예일디자인고등학교,예일디자인고등학교,7010000
7010811,서울특별시교육청 해성국제컨벤션고등학교,해성국제컨벤션고등학교,7010000
7010812,서울특별시교육청 동산정보산업고등학교,동산정보산업고등학교,7010000
7010813,서울특별시교육청 보인고등학교,보인고등학교,7010000
7010814,서울특별시교육청 선정관광고등학교,선정관광고등학교,7010000
7010815,서울특별시교육청 청암예술학교,청암예술학교,7010000
7010816,서울특별시교육청 세종과학고등학교,세종과학고등학교,7010000
7010817,서울특별시교육청 서울국제고등학교,서울국제고등학교,7010000
7010818,서울특별시교육청 해성여자고등학교,해성여자고등학교,7010000
7010823,서울특별시교육청 경일중경영정보고등학교,경일중경영정보고등학교,7010000
7010827,서울특별시교육청 구현고등학교,구현고등학교,7010000
7010828,서울특별시교육청 한강미디어고등학교,한강미디어고등학교,7010000
7010833,서울특별시교육청 대동세무고등학교,대동세무고등학교,7010000
7010835,서울특별시교육청 경복비즈니스고등학교,경복비즈니스고등학교,7010000
7010836,서울특별시교육청 서울방송고등학교,서울방송고등학교,7010000
7010837,서울특별시교육청 성암국제무역고등학교,성암국제무역고등학교,7010000
7010882,서울특별시교육청 은평고등학교,은평고등학교,7010000
7010883,서울특별시교육청 진관고등학교,진관고등학교,7010000
7010884,서울특별시교육청 신도림고등학교,신도림고등학교,7010000
7010885,서울특별시교육청 수명고등학교,수명고등학교,7010000
7010886,서울특별시교육청 성수고등학교,성수고등학교,7010000
7010887,서울특별시교육청 미양고등학교,미양고등학교,7010000
7010888,서울특별시교육청 서울문화고등학교,서울문화고등학교,7010000
7010889,서울특별시교육청 성동글로벌경영고등학교,성동글로벌경영고등학교,7010000
7010906,서울특별시교육청 서울공연예술고등학교,서울공연예술고등학교,7010000
7010908,서울특별시교육청 리라아트고등학교,리라아트고등학교,7010000
7010909,서울특별시교육청 선일이비즈니스고등학교,선일이비즈니스고등학교,7010000
7010910,서울특별시교육청 염광여자메디텍고등학교,염광여자메디텍고등학교,7010000
7010911,서울특별시교육청 한세사이버보안고등학교,한세사이버보안고등학교,7010000
7010916,서울특별시교육청 상일미디어고등학교,상일미디어고등학교,7010000
7010917,서울특별시교육청 압구정고등학교,압구정고등학교,7010000
7010918,서울특별시교육청 하나고등학교,하나고등학교,7010000
7010923,서울특별시교육청 서울방송예술종합학교,서울방송예술종합학교,7010000
7010958,서울특별시교육청 강일고등학교,강일고등학교,7010000
7010959,서울특별시교육청 문현고등학교,문현고등학교,7010000
7010960,서울특별시교육청 서울아이티고등학교,서울아이티고등학교,7010000
7010961,서울특별시교육청 신진자동차고등학교,신진자동차고등학교,7010000
7010962,서울특별시교육청 은평메디텍고등학교,은평메디텍고등학교,7010000
7010963,서울특별시교육청 영락유헬스고등학교,영락유헬스고등학교,7010000
7010964,서울특별시교육청 서울금융고등학교,서울금융고등학교,7010000
7010965,서울특별시교육청 동양고등학교,동양고등학교,7010000
7010966,서울특별시교육청 여명학교,여명학교,7010000
7010976,서울특별시교육청 국악고등학교,국악고등학교,7010000
7010983,서울특별시교육청 신도고등학교,신도고등학교,7010000
7010984,서울특별시교육청 선사고등학교,선사고등학교,7010000
7010985,서울특별시교육청 삼각산고등학교,삼각산고등학교,7010000
7011084,서울특별시교육청 세그루패션디자인고등학교,세그루패션디자인고등학교,7010000
7011085,서울특별시교육청 송곡관광고등학교,송곡관광고등학교,7010000
7011086,서울특별시교육청 동구마케팅고등학교,동구마케팅고등학교,7010000
7011087,서울특별시교육청 홍익디자인고등학교,홍익디자인고등학교,7010000
7011088,서울특별시교육청 영신간호비즈니스고등학교,영신간호비즈니스고등학교,7010000
7011089,서울특별시교육청 화곡보건경영고등학교,화곡보건경영고등학교,7010000
7011096,서울특별시교육청 꿈타래학교,꿈타래학교,7010000
7011097,서울특별시교육청 성지대안학교,성지대안학교,7010000
7011098,서울특별시교육청 한림대안학교,한림대안학교,7010000
7011106,서울특별시교육청 서울다솜학교,서울다솜학교,7010000
7011109,서울특별시교육청 서울대학교사범대학부설고등학교,서울대학교사범대학부설고등학교,7010000
7011111,서울특별시교육청 구암고등학교,구암고등학교,7010000
7011112,서울특별시교육청 잠일고등학교,잠일고등학교,7010000
7011113,서울특별시교육청 휘봉고등학교,휘봉고등학교,7010000
7011115,서울특별시교육청 현강정보고등학교,현강정보고등학교,7010000
7011169,서울특별시교육청 가재울고등학교,가재울고등학교,7010000
7011179,서울특별시교육청 성덕고등학교,성덕고등학교,7010000
7011180,서울특별시교육청 서울도시과학기술고등학교,서울도시과학기술고등학교,7010000
7011184,서울특별시교육청 예림디자인고등학교,예림디자인고등학교,7010000
7011185,서울특별시교육청 동일여자상업고등학교,동일여자상업고등학교,7010000
7011186,서울특별시교육청 대일관광고등학교,대일관광고등학교,7010000
7011191,서울특별시교육청 서울영인학교,서울영인학교,7010000
7011195,서울특별시교육청 한빛간호학교,한빛간호학교,7010000
7011205,서울특별시교육청 영동문화예술정보학교,영동문화예술정보학교,7010000
7011206,서울특별시교육청 연은문화예술정보학교,연은문화예술정보학교,7010000
7011207,서울특별시교육청 은평문화예술정보학교,은평문화예술정보학교,7010000
7011208,서울특별시교육청 서초문화예술정보학교,서초문화예술정보학교,7010000
7011213,서울특별시교육청 서울컨벤션고등학교,서울컨벤션고등학교,7010000
7011214,서울특별시교육청 서일국제경영고등학교,서일국제경영고등학교,7010000
7011301,서울특별시교육청 대경상업고등학교,대경상업고등학교,7010000
7011303,서울특별시교육청 고명경영고등학교,고명경영고등학교,7010000
7011310,서울특별시교육청 오디세이학교,오디세이학교,7010000
7011311,서울특별시교육청 서울항공비즈니스고등학교,서울항공비즈니스고등학교,7010000
7011312,서울특별시교육청 계성고등학교,계성고등학교,7010000
7011313,서울특별시교육청 꿈더하기학교,꿈더하기학교,7010000
7011314,서울특별시교육청 마음사랑학교,마음사랑학교,7010000
7011315,서울특별시교육청 선정국제관광고등학교,선정국제관광고등학교,7010000
7011316,서울특별시교육청 신진과학기술고등학교,신진과학기술고등학교,7010000
7011317,서울특별시교육청 금천문화예술정보학교,금천문화예술정보학교,7010000
7011318,서울특별시교육청 도선고등학교,도선고등학교,7010000
7011319,서울특별시교육청 금호고등학교,금호고등학교,7010000
7011320,서울특별시교육청 서울다솜관광고등학교,서울다솜관광고등학교,7010000
7011457,서울특별시교육청 풍문고등학교,풍문고등학교,7010000
7011458,서울특별시교육청 예하예술학교,예하예술학교,7010000
7011459,서울특별시교육청 청량드림학교,청량드림학교,7010000
7011464,서울특별시교육청 꿈나무학교,꿈나무학교,7010000
7011465,서울특별시교육청 누리다학교,누리다학교,7010000
7011466,서울특별시교육청 나섬아시아청소년학교,나섬아시아청소년학교,7010000
7011467,서울특별시교육청 달꿈학교,달꿈학교,7010000
7011482,서울특별시교육청 영락의료과학고등학교,영락의료과학고등학교,7010000
7011486,서울특별시교육청 서울의료보건고등학교,서울의료보건고등학교,7010000
7011487,서울특별시교육청 고명외식고등학교,고명외식고등학교,7010000
7011488,서울특별시교육청 광신방송예술고등학교,광신방송예술고등학교,7010000
7011489,서울특별시교육청 단국대학교부속소프트웨어고등학교,단국대학교부속소프트웨어고등학교,7010000
7011490,서울특별시교육청 동명생활경영고등학교,동명생활경영고등학교,7010000
7011491,서울특별시교육청 서일문화예술고등학교,서일문화예술고등학교,7010000
7011492,서울특별시교육청 서울신정고등학교,서울신정고등학교,7010000
7011493,서울특별시교육청 인덕과학기술고등학교,인덕과학기술고등학교,7010000
7011494,서울특별시교육청 서울동산고등학교,서울동산고등학교,7010000
7011495,서울특별시교육청 용산철도고등학교,용산철도고등학교,7010000
7150084,부산광역시교육청 개금고등학교,개금고등학교,7150000
7150085,부산광역시교육청 경남고등학교,경남고등학교,7150000
7150086,부산광역시교육청 경남여자고등학교,경남여자고등학교,7150000
7150087,부산광역시교육청 구덕고등학교,구덕고등학교,7150000
7150089,부산광역시교육청 기장고등학교,기장고등학교,7150000
7150090,부산광역시교육청 금정고등학교,금정고등학교,7150000
7150091,부산광역시교육청 금정여자고등학교,금정여자고등학교,7150000
7150092,부산광역시교육청 낙동고등학교,낙동고등학교,7150000
7150093,부산광역시교육청 남산고등학교,남산고등학교,7150000
7150094,부산광역시교육청 내성고등학교,내성고등학교,7150000
7150095,부산광역시교육청 다대고등학교,다대고등학교,7150000
7150096,부산광역시교육청 덕문고등학교,덕문고등학교,7150000
7150097,부산광역시교육청 동래고등학교,동래고등학교,7150000
7150098,부산광역시교육청 문현여자고등학교,문현여자고등학교,7150000
