school_code,school_fullname,school_name,edu_code
7240133,대구광역시교육청 대중금속공업고등학교,대중금속공업고등학교,7240000
7240144,대구광역시교육청 영남공업고등학교,영남공업고등학교,7240000
7240151,대구광역시교육청 대구고등학교부설방송통신고등학교,대구고등학교부설방송통신고등학교,7240000
7240158,대구광역시교육청 대구-고등학교입학자격검정고시,대구-고등학교입학자격검정고시,7240000
7240159,대구광역시교육청 대구-고등학교졸업자격검정고시,대구-고등학교졸업자격검정고시,7240000
7240160,대구광역시교육청 대구-중학교입학자격검정고시,대구-중학교입학자격검정고시,7240000
7240161,대구광역시교육청 대구-기타학교,대구-기타학교,7240000
7240182,대구광역시교육청 와룡고등학교,와룡고등학교,7240000
7240183,대구광역시교육청 대구제일고등학교,대구제일고등학교,7240000
7240184,대구광역시교육청 대구자연과학고등학교,대구자연과학고등학교,7240000
7240187,대구광역시교육청 상인고등학교,상인고등학교,7240000
7240188,대구광역시교육청 운암고등학교,운암고등학교,7240000
7240189,대구광역시교육청 포산고등학교,포산고등학교,7240000
7240203,대구광역시교육청 도원고등학교,도원고등학교,7240000
7240204,대구광역시교육청 성산고등학교,성산고등학교,7240000
7240205,대구광역시교육청 대곡고등학교,대곡고등학교,7240000
7240206,대구광역시교육청 대구체육고등학교,대구체육고등학교,7240000
7240207,대구광역시교육청 학남고등학교,학남고등학교,7240000
7240209,대구광역시교육청 화원고등학교,화원고등학교,7240000
7240213,대구광역시교육청 대구남산고등학교,대구남산고등학교,7240000
7240215,대구광역시교육청 대구상원고등학교,대구상원고등학교,7240000
7240216,대구광역시교육청 대원고등학교,대원고등학교,7240000
7240217,대구광역시교육청 대구동부고등학교,대구동부고등학교,7240000
7240218,대구광역시교육청 신명고등학교,신명고등학교,7240000
7240219,대구광역시교육청 대구관광고등학교,대구관광고등학교,7240000
7240222,대구광역시교육청 동문고등학교,동문고등학교,7240000
7240223,대구광역시교육청 강동고등학교,강동고등학교,7240000
7240224,대구광역시교육청 달구벌고등학교,달구벌고등학교,7240000
7240259,대구광역시교육청 수성고등학교,수성고등학교,7240000
7240270,대구광역시교육청 학력인정한남중미용정보고등학교,학력인정한남중미용정보고등학교,7240000
7240271,대구광역시교육청 대진고등학교,대진고등학교,7240000
7240272,대구광역시교육청 매천고등학교,매천고등학교,7240000
7240273,대구광역시교육청 함지고등학교,함지고등학교,7240000
7240276,대구광역시교육청 한남중미용정보고등학교,한남중미용정보고등학교,7240000
7240282,대구광역시교육청 칠성고등학교,칠성고등학교,7240000
7240283,대구광역시교육청 호산고등학교,호산고등학교,7240000
7240293,대구광역시교육청 대구제일여자상업고등학교,대구제일여자상업고등학교,7240000
7240294,대구광역시교육청 대구중앙고등학교,대구중앙고등학교,7240000
7240295,대구광역시교육청 대구여자상업고등학교,대구여자상업고등학교,7240000
7240296,대구광역시교육청 경북여자상업고등학교,경북여자상업고등학교,7240000
7240297,대구광역시교육청 한국대구화교중고등학교,한국대구화교중고등학교,7240000
7240331,대구광역시교육청 대구일과학고등학교,대구일과학고등학교,7240000
7240356,대구광역시교육청 상서고등학교,상서고등학교,7240000
7240372,대구광역시교육청 대구일마이스터고등학교,대구일마이스터고등학교,7240000
7240393,대구광역시교육청 대구소프트웨어고등학교,대구소프트웨어고등학교,7240000
7240394,대구광역시교육청 비슬고등학교,비슬고등학교,7240000
7240395,대구광역시교육청 대구예담학교,대구예담학교,7240000
7240400,대구광역시교육청 대구농업마이스터고등학교,대구농업마이스터고등학교,7240000
7240401,대구광역시교육청 대구보건고등학교,대구보건고등학교,7240000
7240402,대구광역시교육청 조일고등학교,조일고등학교,7240000
7240445,대구광역시교육청 경북기계공업고등학교부설대구문화예술산업학교,경북기계공업고등학교부설대구문화예술산업학교,7240000
7240450,대구광역시교육청 대구국제고등학교,대구국제고등학교,7240000
7240452,대구광역시교육청 대구과학기술고등학교,대구과학기술고등학교,7240000
7240453,대구광역시교육청 대구공업고등학교테크노폴리스캠퍼스,대구공업고등학교테크노폴리스캠퍼스,7240000
7240454,대구광역시교육청 대구소프트웨어마이스터고등학교,대구소프트웨어마이스터고등학교,7240000
7310035,인천광역시교육청 가정고등학교,가정고등학교,7310000
7310036,인천광역시교육청 강화고등학교,강화고등학교,7310000
7310037,인천광역시교육청 계산고등학교,계산고등학교,7310000
7310038,인천광역시교육청 계산여자고등학교,계산여자고등학교,7310000
7310039,인천광역시교육청 계양고등학교,계양고등학교,7310000
7310041,인천광역시교육청 대청고등학교,대청고등학교,7310000
7310042,인천광역시교육청 덕적고등학교,덕적고등학교,7310000
7310043,인천광역시교육청 동인천고등학교,동인천고등학교,7310000
7310044,인천광역시교육청 백석고등학교,백석고등학교,7310000
7310045,인천광역시교육청 부개여자고등학교,부개여자고등학교,7310000
7310046,인천광역시교육청 부광고등학교,부광고등학교,7310000
7310047,인천광역시교육청 부광여자고등학교,부광여자고등학교,7310000
7310048,인천광역시교육청 부평고등학교,부평고등학교,7310000
7310049,인천광역시교육청 부평여자고등학교,부평여자고등학교,7310000
7310050,인천광역시교육청 서도고등학교,서도고등학교,7310000
7310051,인천광역시교육청 석정여자고등학교,석정여자고등학교,7310000
7310052,인천광역시교육청 선인고등학교,선인고등학교,7310000
7310053,인천광역시교육청 연수고등학교,연수고등학교,7310000
7310054,인천광역시교육청 연수여자고등학교,연수여자고등학교,7310000
7310055,인천광역시교육청 연평고등학교,연평고등학교,7310000
7310056,인천광역시교육청 인일여자고등학교,인일여자고등학교,7310000
7310057,인천광역시교육청 인천고등학교,인천고등학교,7310000
7310058,인천광역시교육청 인천과학고등학교,인천과학고등학교,7310000
7310059,인천광역시교육청 인천남고등학교,인천남고등학교,7310000
7310060,인천광역시교육청 인천여자고등학교,인천여자고등학교,7310000
7310061,인천광역시교육청 인천예술고등학교,인천예술고등학교,7310000
7310062,인천광역시교육청 인천체육고등학교,인천체육고등학교,7310000
7310063,인천광역시교육청 인화여자고등학교,인화여자고등학교,7310000
7310064,인천광역시교육청 제물포고등학교,제물포고등학교,7310000
7310065,인천광역시교육청 학익고등학교,학익고등학교,7310000
7310066,인천광역시교육청 학익여자고등학교,학익여자고등학교,7310000
7310067,인천광역시교육청 광성고등학교,광성고등학교,7310000
7310068,인천광역시교육청 인천대건고등학교,인천대건고등학교,7310000
7310069,인천광역시교육청 대인고등학교,대인고등학교,7310000
7310070,인천광역시교육청 덕신고등학교,덕신고등학교,7310000
7310071,인천광역시교육청 동산고등학교,동산고등학교,7310000
7310072,인천광역시교육청 명신여자고등학교,명신여자고등학교,7310000
7310073,인천광역시교육청 문일여자고등학교,문일여자고등학교,7310000
7310075,인천광역시교육청 서인천고등학교,서인천고등학교,7310000
7310077,인천광역시교육청 세일고등학교,세일고등학교,7310000
7310078,인천광역시교육청 송도고등학교,송도고등학교,7310000
7310079,인천광역시교육청 숭덕여자고등학교,숭덕여자고등학교,7310000
7310080,인천광역시교육청 신명여자고등학교,신명여자고등학교,7310000
7310082,인천광역시교육청 인명여자고등학교,인명여자고등학교,7310000
7310083,인천광역시교육청 인성여자고등학교,인성여자고등학교,7310000
7310084,인천광역시교육청 인제고등학교,인제고등학교,7310000
7310085,인천광역시교육청 인하대학교사범대학부속고등학교,인하대학교사범대학부속고등학교,7310000
7310086,인천광역시교육청 인항고등학교,인항고등학교,7310000
7310090,인천광역시교육청 계산공업고등학교,계산공업고등학교,7310000
7310093,인천광역시교육청 부평공업고등학교,부평공업고등학교,7310000
7310100,인천광역시교육청 인천기계공업고등학교,인천기계공업고등학교,7310000
7310104,인천광역시교육청 인천여자상업고등학교,인천여자상업고등학교,7310000
7310109,인천광역시교육청 인천해양과학고등학교,인천해양과학고등학교,7310000
7310110,인천광역시교육청 청학공업고등학교,청학공업고등학교,7310000
7310128,인천광역시교육청 인천중앙여자상업고등학교,인천중앙여자상업고등학교,7310000
7310129,인천광역시교육청 인천여자고등학교부설방송통신고등학교,인천여자고등학교부설방송통신고등학교,7310000
7310130,인천광역시교육청 제물포고등학교부설방송통신고등학교,제물포고등학교부설방송통신고등학교,7310000
7310135,인천광역시교육청 한진고등기술학교,한진고등기술학교,7310000
7310139,인천광역시교육청 인천-중학교입학자격검정고시,인천-중학교입학자격검정고시,7310000
7310140,인천광역시교육청 인천-고등학교입학자격검정고시,인천-고등학교입학자격검정고시,7310000
7310141,인천광역시교육청 인천-고등학교졸업자격검정고시,인천-고등학교졸업자격검정고시,7310000
7310150,인천광역시교육청 인천연일학교,인천연일학교,7310000
7310151,인천광역시교육청 인천인혜학교,인천인혜학교,7310000
7310152,인천광역시교육청 인천성동학교,인천성동학교,7310000
7310154,인천광역시교육청 인천예림학교,인천예림학교,7310000
7310155,인천광역시교육청 인천은광학교,인천은광학교,7310000
7310156,인천광역시교육청 인천혜광학교,인천혜광학교,7310000
7310189,인천광역시교육청 교동고등학교,교동고등학교,7310000
7310190,인천광역시교육청 삼산고등학교,삼산고등학교,7310000
7310191,인천광역시교육청 인천디자인고등학교,인천디자인고등학교,7310000
7310192,인천광역시교육청 문학정보고등학교,문학정보고등학교,7310000
7310193,인천광역시교육청 인천생활과학고등학교,인천생활과학고등학교,7310000
7310194,인천광역시교육청 삼량고등학교,삼량고등학교,7310000
7310201,인천광역시교육청 강화여자고등학교,강화여자고등학교,7310000
7310203,인천광역시교육청 검단고등학교,검단고등학교,7310000
7310204,인천광역시교육청 서운고등학교,서운고등학교,7310000
7310205,인천광역시교육청 인천공항고등학교,인천공항고등학교,7310000
7310207,인천광역시교육청 가림고등학교,가림고등학교,7310000
7310212,인천광역시교육청 산마을고등학교,산마을고등학교,7310000
7310213,인천광역시교육청 작전고등학교,작전고등학교,7310000
7310214,인천광역시교육청 안남고등학교,안남고등학교,7310000
7310216,인천광역시교육청 옥련여자고등학교,옥련여자고등학교,7310000
7310217,인천광역시교육청 가좌고등학교,가좌고등학교,7310000
7310219,인천광역시교육청 부개고등학교,부개고등학교,7310000
7310220,인천광역시교육청 도림고등학교,도림고등학교,7310000
7310241,인천광역시교육청 작전여자고등학교,작전여자고등학교,7310000
7310242,인천광역시교육청 인천외국어고등학교,인천외국어고등학교,7310000
7310244,인천광역시교육청 도화기계공업고등학교,도화기계공업고등학교,7310000
7310245,인천광역시교육청 인천산업정보학교,인천산업정보학교,7310000
7310246,인천광역시교육청 제일고등학교,제일고등학교,7310000
7310248,인천광역시교육청 인천부흥고등학교,인천부흥고등학교,7310000
7310250,인천광역시교육청 신송고등학교,신송고등학교,7310000
7310252,인천광역시교육청 인천효성고등학교,인천효성고등학교,7310000
7310253,인천광역시교육청 인천예일고등학교,인천예일고등학교,7310000
7310256,인천광역시교육청 인천논현고등학교,인천논현고등학교,7310000
7310257,인천광역시교육청 인천산곡고등학교,인천산곡고등학교,7310000
7310259,인천광역시교육청 인천영선고등학교,인천영선고등학교,7310000
7310260,인천광역시교육청 인천원당고등학교,인천원당고등학교,7310000
7310261,인천광역시교육청 영종국제물류고등학교,영종국제물류고등학교,7310000
7310332,인천광역시교육청 인천만수고등학교,인천만수고등학교,7310000
7310333,인천광역시교육청 인천신현고등학교,인천신현고등학교,7310000
7310334,인천광역시교육청 인천국제고등학교,인천국제고등학교,7310000
7310338,인천광역시교육청 미추홀학교,미추홀학교,7310000
7310339,인천광역시교육청 인천남동고등학교,인천남동고등학교,7310000
7310342,인천광역시교육청 인천상정고등학교,인천상정고등학교,7310000
7310345,인천광역시교육청 인천비즈니스고등학교,인천비즈니스고등학교,7310000
7310346,인천광역시교육청 강남영상미디어고등학교,강남영상미디어고등학교,7310000
7310347,인천광역시교육청 인천세무고등학교,인천세무고등학교,7310000
7310348,인천광역시교육청 인천고잔고등학교,인천고잔고등학교,7310000
7310349,인천광역시교육청 인천해송고등학교,인천해송고등학교,7310000
7310350,인천광역시교육청 미추홀외국어고등학교,미추홀외국어고등학교,7310000
7310369,인천광역시교육청 인천세원고등학교,인천세원고등학교,7310000
7310370,인천광역시교육청 인천전자마이스터고등학교,인천전자마이스터고등학교,7310000
7310371,인천광역시교육청 인천하늘고등학교,인천하늘고등학교,7310000
7310372,인천광역시교육청 정석항공과학고등학교,정석항공과학고등학교,7310000
7310373,인천광역시교육청 인천송천고등학교,인천송천고등학교,7310000
7310374,인천광역시교육청 인천초은고등학교,인천초은고등학교,7310000
7310375,인천광역시교육청 인천청라고등학교,인천청라고등학교,7310000
7310377,인천광역시교육청 청라달튼외국인학교,청라달튼외국인학교,7310000
7310383,인천광역시교육청 인천영흥고등학교,인천영흥고등학교,7310000
7310384,인천광역시교육청 인천해밀학교,인천해밀학교,7310000
7310403,인천광역시교육청 백령고등학교,백령고등학교,7310000
7310404,인천광역시교육청 인천진산과학고등학교,인천진산과학고등학교,7310000
7310405,인천광역시교육청 인천영종고등학교,인천영종고등학교,7310000
7310418,인천광역시교육청 인천한누리학교,인천한누리학교,7310000
7310422,인천광역시교육청 인천연송고등학교,인천연송고등학교,7310000
7310423,인천광역시교육청 인천해원고등학교,인천해원고등학교,7310000
7310427,인천광역시교육청 박문여자고등학교,박문여자고등학교,7310000
7310446,인천광역시교육청 인천청담고등학교,인천청담고등학교,7310000
7310447,인천광역시교육청 인천포스코고등학교,인천포스코고등학교,7310000
7310449,인천광역시교육청 인천과학예술영재학교,인천과학예술영재학교,7310000
7310450,인천광역시교육청 채드윅송도국제학교,채드윅송도국제학교,7310000
7310451,인천광역시교육청 인천화교소중산중고등학교,인천화교소중산중고등학교,7310000
7310452,인천광역시교육청 인천마전고등학교,인천마전고등학교,7310000
7310453,인천광역시교육청 인천뷰티예술고등학교,인천뷰티예술고등학교,7310000
7310454,인천광역시교육청 한국주얼리고등학교,한국주얼리고등학교,7310000
7310455,인천광역시교육청 인천보건고등학교,인천보건고등학교,7310000
7310474,인천광역시교육청 인천청선학교,인천청선학교,7310000
7310475,인천광역시교육청 인천금융고등학교,인천금융고등학교,7310000
7310479,인천광역시교육청 인평자동차고등학교,인평자동차고등학교,7310000
7310480,인천광역시교육청 인천미래생활고등학교,인천미래생활고등학교,7310000
7310555,인천광역시교육청 인천서희학교,인천서희학교,7310000
7310560,인천광역시교육청 영화국제관광고등학교,영화국제관광고등학교,7310000
7310561,인천광역시교육청 인천재능고등학교,인천재능고등학교,7310000
7310562,인천광역시교육청 인천중산고등학교,인천중산고등학교,7310000
7310563,인천광역시교육청 인천대중예술고등학교,인천대중예술고등학교,7310000
7310564,인천광역시교육청 인천정보과학고등학교,인천정보과학고등학교,7310000
7380030,광주광역시교육청 광주고등학교,광주고등학교,7380000
7380031,광주광역시교육청 광주과학고등학교,광주과학고등학교,7380000
7380032,광주광역시교육청 광주여자고등학교,광주여자고등학교,7380000
7380033,광주광역시교육청 광주예술고등학교,광주예술고등학교,7380000
7380034,광주광역시교육청 광주제일고등학교,광주제일고등학교,7380000
7380035,광주광역시교육청 광주체육고등학교,광주체육고등학교,7380000
7380037,광주광역시교육청 전남고등학교,전남고등학교,7380000
7380039,광주광역시교육청 전남여자고등학교,전남여자고등학교,7380000
7380041,광주광역시교육청 고려고등학교,고려고등학교,7380000
7380042,광주광역시교육청 광덕고등학교,광덕고등학교,7380000
7380046,광주광역시교육청 세종고등학교,세종고등학교,7380000
7380047,광주광역시교육청 광일고등학교,광일고등학교,7380000
7380048,광주광역시교육청 광주경신여자고등학교,광주경신여자고등학교,7380000
7380049,광주광역시교육청 광주대동고등학교,광주대동고등학교,7380000
7380050,광주광역시교육청 광주동신고등학교,광주동신고등학교,7380000
7380051,광주광역시교육청 광주동신여자고등학교,광주동신여자고등학교,7380000
7380053,광주광역시교육청 광주서석고등학교,광주서석고등학교,7380000
7380054,광주광역시교육청 광주석산고등학교,광주석산고등학교,7380000
7380055,광주광역시교육청 광주수피아여자고등학교,광주수피아여자고등학교,7380000
7380056,광주광역시교육청 광주숭일고등학교,광주숭일고등학교,7380000
7380057,광주광역시교육청 광주인성고등학교,광주인성고등학교,7380000
7380059,광주광역시교육청 광주진흥고등학교,광주진흥고등학교,7380000
7380060,광주광역시교육청 국제고등학교,국제고등학교,7380000
7380061,광주광역시교육청 금호고등학교,금호고등학교,7380000
7380062,광주광역시교육청 대광여자고등학교,대광여자고등학교,7380000
7380063,광주광역시교육청 대성여자고등학교,대성여자고등학교,7380000
7380064,광주광역시교육청 동아여자고등학교,동아여자고등학교,7380000
7380065,광주광역시교육청 문성고등학교,문성고등학교,7380000
7380067,광주광역시교육청 살레시오고등학교,살레시오고등학교,7380000
7380068,광주광역시교육청 살레시오여자고등학교,살레시오여자고등학교,7380000
7380069,광주광역시교육청 서강고등학교,서강고등학교,7380000
7380070,광주광역시교육청 송원고등학교,송원고등학교,7380000
7380071,광주광역시교육청 송원여자고등학교,송원여자고등학교,7380000
7380072,광주광역시교육청 숭덕고등학교,숭덕고등학교,7380000
7380073,광주광역시교육청 설월여자고등학교,설월여자고등학교,7380000
7380075,광주광역시교육청 정광고등학교,정광고등학교,7380000
7380076,광주광역시교육청 조선대학교부속고등학교,조선대학교부속고등학교,7380000
7380077,광주광역시교육청 조선대학교여자고등학교,조선대학교여자고등학교,7380000
7380078,광주광역시교육청 호남삼육고등학교,호남삼육고등학교,7380000
7380083,광주광역시교육청 광주전자공업고등학교,광주전자공업고등학교,7380000
7380086,광주광역시교육청 전남공업고등학교,전남공업고등학교,7380000
7380089,광주광역시교육청 동일전자정보고등학교,동일전자정보고등학교,7380000
7380091,광주광역시교육청 광주여자상업고등학교,광주여자상업고등학교,7380000
7380094,광주광역시교육청 금파공업고등학교,금파공업고등학교,7380000
7380096,광주광역시교육청 숭신공업고등학교,숭신공업고등학교,7380000
7380097,광주광역시교육청 전남여자상업고등학교,전남여자상업고등학교,7380000
7380098,광주광역시교육청 광주고등학교부설방송통신고등학교,광주고등학교부설방송통신고등학교,7380000
7380101,광주광역시교육청 전남여자고등학교부설방송통신고등학교,전남여자고등학교부설방송통신고등학교,7380000
7380102,광주광역시교육청 금호미용고등기술학교,금호미용고등기술학교,7380000
7380107,광주광역시교육청 광주선광학교,광주선광학교,7380000
7380108,광주광역시교육청 광주선명학교,광주선명학교,7380000
7380110,광주광역시교육청 광주세광학교,광주세광학교,7380000
7380111,광주광역시교육청 광주인화학교,광주인화학교,7380000
7380112,광주광역시교육청 은혜학교,은혜학교,7380000
7380127,광주광역시교육청 광주동성고등학교,광주동성고등학교,7380000
7380128,광주광역시교육청 광주자연과학고등학교,광주자연과학고등학교,7380000
7380130,광주광역시교육청 광주정보고등학교,광주정보고등학교,7380000
7380131,광주광역시교육청 동명고등학교,동명고등학교,7380000
7380132,광주광역시교육청 상무고등학교,상무고등학교,7380000
7380145,광주광역시교육청 풍암고등학교,풍암고등학교,7380000
7380146,광주광역시교육청 광주공업고등학교,광주공업고등학교,7380000
7380147,광주광역시교육청 운남고등학교,운남고등학교,7380000
7380148,광주광역시교육청 보문고등학교,보문고등학교,7380000
7380149,광주광역시교육청 서진여자고등학교,서진여자고등학교,7380000
7380153,광주광역시교육청 첨단고등학교,첨단고등학교,7380000
7380158,광주광역시교육청 송원여자상업고등학교,송원여자상업고등학교,7380000
7380177,광주광역시교육청 상일여자고등학교,상일여자고등학교,7380000
7380180,광주광역시교육청 문정여자고등학교,문정여자고등학교,7380000
7380181,광주광역시교육청 장덕고등학교,장덕고등학교,7380000
7380182,광주광역시교육청 수완고등학교,수완고등학교,7380000
7380183,광주광역시교육청 광주자동화설비공업고등학교,광주자동화설비공업고등학교,7380000
7380188,광주광역시교육청 광주외국인학교,광주외국인학교,7380000
7380196,광주광역시교육청 빛고을고등학교,빛고을고등학교,7380000
7380257,광주광역시교육청 광주공업고등학교 광주광역시공업계공동실습소,광주광역시공업계공동실습소,7380146
7380259,광주광역시교육청 금호미용예술학교,금호미용예술학교,7380000
7380260,광주광역시교육청 성덕고등학교,성덕고등학교,7380000
7380273,광주광역시교육청 명진고등학교,명진고등학교,7380000
7380277,광주광역시교육청 광주경영고등학교,광주경영고등학교,7380000
7380278,광주광역시교육청 금호중앙여자고등학교,금호중앙여자고등학교,7380000
7380290,광주광역시교육청 동일미래과학고등학교,동일미래과학고등학교,7380000
7380291,광주광역시교육청 광주푸른꿈창작학교,광주푸른꿈창작학교,7380000
7380292,광주광역시교육청 광주소프트웨어마이스터고등학교,광주소프트웨어마이스터고등학교,7380000
7380321,광주광역시교육청 숭의과학기술고등학교,숭의과학기술고등학교,7380000
7380326,광주광역시교육청 비아고등학교,비아고등학교,7380000
7380327,광주광역시교육청 교육국 중등교육과 광주광역시교육청공동실습소,광주광역시교육청공동실습소,7380298
7401349,광주광역시교육청 광주광역시서부교육지원청 전남상업고등학교,전남상업고등학교,7401000
7401350,광주광역시교육청 광주광역시서부교육지원청 공립송정고등공민학교,공립송정고등공민학교,7401000
7401351,광주광역시교육청 광주광역시서부교육지원청 전남고등기술학교,전남고등기술학교,7401000
7401352,광주광역시교육청 광주광역시서부교육지원청 광주공과고등기술학교,광주공과고등기술학교,7401000
7430030,대전광역시교육청 대덕고등학교,대덕고등학교,7430000
7430031,대전광역시교육청 대전고등학교,대전고등학교,7430000
7430032,대전광역시교육청 대전과학고등학교,대전과학고등학교,7430000
7430033,대전광역시교육청 대전관저고등학교,대전관저고등학교,7430000
7430034,대전광역시교육청 대전둔산여자고등학교,대전둔산여자고등학교,7430000
7430035,대전광역시교육청 대전만년고등학교,대전만년고등학교,7430000
7430036,대전광역시교육청 대전여자고등학교,대전여자고등학교,7430000
7430037,대전광역시교육청 대전외국어고등학교,대전외국어고등학교,7430000
7430038,대전광역시교육청 대전체육고등학교,대전체육고등학교,7430000
7430039,대전광역시교육청 동대전고등학교,동대전고등학교,7430000
7430041,대전광역시교육청 신탄진고등학교,신탄진고등학교,7430000
7430042,대전광역시교육청 유성고등학교,유성고등학교,7430000
7430043,대전광역시교육청 충남고등학교,충남고등학교,7430000
7430044,대전광역시교육청 충남여자고등학교,충남여자고등학교,7430000
7430045,대전광역시교육청 한밭고등학교,한밭고등학교,7430000
7430046,대전광역시교육청 남대전고등학교,남대전고등학교,7430000
7430048,대전광역시교육청 대전대신고등학교,대전대신고등학교,7430000
7430049,대전광역시교육청 대전동산고등학교,대전동산고등학교,7430000
7430051,대전광역시교육청 대전성모여자고등학교,대전성모여자고등학교,7430000
7430052,대전광역시교육청 대전중앙고등학교,대전중앙고등학교,7430000
7430053,대전광역시교육청 대전예술고등학교,대전예술고등학교,7430000
7430056,대전광역시교육청 명석고등학교,명석고등학교,7430000
7430057,대전광역시교육청 보문고등학교,보문고등학교,7430000
7430059,대전광역시교육청 서대전고등학교,서대전고등학교,7430000
7430060,대전광역시교육청 서대전여자고등학교,서대전여자고등학교,7430000
7430061,대전광역시교육청 서일고등학교,서일고등학교,7430000
7430062,대전광역시교육청 서일여자고등학교,서일여자고등학교,7430000
7430064,대전광역시교육청 유성여자고등학교,유성여자고등학교,7430000
7430065,대전광역시교육청 중일고등학교,중일고등학교,7430000
7430066,대전광역시교육청 청란여자고등학교,청란여자고등학교,7430000
7430067,대전광역시교육청 호수돈여자고등학교,호수돈여자고등학교,7430000
7430073,대전광역시교육청 충남기계공업고등학교,충남기계공업고등학교,7430000
7430083,대전광역시교육청 대전여자상업고등학교,대전여자상업고등학교,7430000
7430089,대전광역시교육청 대전고등학교부설방송통신고등학교,대전고등학교부설방송통신고등학교,7430000
7430090,대전광역시교육청 대전여자고등학교부설방송통신고등학교,대전여자고등학교부설방송통신고등학교,7430000
7430105,대전광역시교육청 대전-고등학교입학자격검정고시,대전-고등학교입학자격검정고시,7430000
7430106,대전광역시교육청 대전-고등학교졸업자격검정고시,대전-고등학교졸업자격검정고시,7430000
7430107,대전광역시교육청 대전-중학교입학자격검정고시,대전-중학교입학자격검정고시,7430000
7430110,대전광역시교육청 대전맹학교,대전맹학교,7430000
7430111,대전광역시교육청 대전혜광학교,대전혜광학교,7430000
7430112,대전광역시교육청 대전성세재활학교,대전성세재활학교,7430000
7430113,대전광역시교육청 대전원명학교,대전원명학교,7430000
7430132,대전광역시교육청 대전송촌고등학교,대전송촌고등학교,7430000
7430133,대전광역시교육청 대전신일여자고등학교,대전신일여자고등학교,7430000
7430135,대전광역시교육청 유성생명과학고등학교,유성생명과학고등학교,7430000
7430137,대전광역시교육청 대전공업고등학교,대전공업고등학교,7430000
7430138,대전광역시교육청 대전한빛고등학교,대전한빛고등학교,7430000
7430140,대전광역시교육청 우송고등학교,우송고등학교,7430000
7430142,대전광역시교육청 대전둔원고등학교,대전둔원고등학교,7430000
7430143,대전광역시교육청 대전노은고등학교,대전노은고등학교,7430000
7430148,대전광역시교육청 대전전민고등학교,대전전민고등학교,7430000
7430149,대전광역시교육청 대전지족고등학교,대전지족고등학교,7430000
7430150,대전광역시교육청 대전구봉고등학교,대전구봉고등학교,7430000
7430237,대전광역시교육청 대전괴정고등학교,대전괴정고등학교,7430000
7430238,대전광역시교육청 대전반석고등학교,대전반석고등학교,7430000
7430239,대전광역시교육청 대전용산고등학교,대전용산고등학교,7430000
7430240,대전광역시교육청 대전이문고등학교,대전이문고등학교,7430000
7430241,대전광역시교육청 대전가오고등학교,대전가오고등학교,7430000
7430242,대전광역시교육청 대전제일고등학교,대전제일고등학교,7430000
7430244,대전광역시교육청 동방고등학교,동방고등학교,7430000
7430252,대전광역시교육청 대전국제통상고등학교,대전국제통상고등학교,7430000
7430253,대전광역시교육청 대전복수고등학교,대전복수고등학교,7430000
7430256,대전광역시교육청 동아마이스터고등학교,동아마이스터고등학교,7430000
7430290,대전광역시교육청 대전도안고등학교,대전도안고등학교,7430000
7430295,대전광역시교육청 대전동신과학고등학교,대전동신과학고등학교,7430000
7430310,대전광역시교육청 대덕소프트웨어마이스터고등학교,대덕소프트웨어마이스터고등학교,7430000
7430311,대전광역시교육청 대전전자디자인고등학교,대전전자디자인고등학교,7430000
7430322,대전광역시교육청 대전산업정보고등학교,대전산업정보고등학교,7430000
7430324,대전광역시교육청 계룡디지텍고등학교,계룡디지텍고등학교,7430000
7430325,대전광역시교육청 대전대성고등학교,대전대성고등학교,7430000
7430326,대전광역시교육청 대전대성여자고등학교,대전대성여자고등학교,7430000
7430329,대전광역시교육청 대전생활과학고등학교,대전생활과학고등학교,7430000
7430330,대전광역시교육청 새소리음악고등학교,새소리음악고등학교,7430000
7480023,울산광역시교육청 남창고등학교,남창고등학교,7480000
7480024,울산광역시교육청 방어진고등학교,방어진고등학교,7480000
7480026,울산광역시교육청 울산여자고등학교,울산여자고등학교,7480000
7480027,울산광역시교육청 울산중앙고등학교,울산중앙고등학교,7480000
7480028,울산광역시교육청 울산중앙여자고등학교,울산중앙여자고등학교,7480000
7480029,울산광역시교육청 학성고등학교,학성고등학교,7480000
7480030,울산광역시교육청 학성여자고등학교,학성여자고등학교,7480000
7480031,울산광역시교육청 삼일여자고등학교,삼일여자고등학교,7480000
7480033,울산광역시교육청 성광여자고등학교,성광여자고등학교,7480000
7480034,울산광역시교육청 성신고등학교,성신고등학교,7480000
7480035,울산광역시교육청 울산고등학교,울산고등학교,7480000
7480036,울산광역시교육청 울산예술고등학교,울산예술고등학교,7480000
7480037,울산광역시교육청 울산제일고등학교,울산제일고등학교,7480000
7480039,울산광역시교육청 현대고등학교,현대고등학교,7480000
7480044,울산광역시교육청 울산공업고등학교,울산공업고등학교,7480000
7480047,울산광역시교육청 울산생활과학고등학교,울산생활과학고등학교,7480000
7480048,울산광역시교육청 울산여자상업고등학교,울산여자상업고등학교,7480000
7480053,울산광역시교육청 학성고등학교부설방송통신고등학교,학성고등학교부설방송통신고등학교,7480000
7480069,울산광역시교육청 대송고등학교,대송고등학교,7480000
7480070,울산광역시교육청 무룡고등학교,무룡고등학교,7480000
7480072,울산광역시교육청 신정고등학교,신정고등학교,7480000
7480073,울산광역시교육청 효정고등학교,효정고등학교,7480000
7480074,울산광역시교육청 우신고등학교,우신고등학교,7480000
